id,area,source,clause,condition,requirement,status,implementation,evidence,proves,gap,detail
STO-211,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),7.13,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Simple slash fraction only where decimal impossible,manual,src/shared/lib/source-preflight/soft-text-checker.ts,tests/source-preflight/run_source_preflight_tests.ts,Some soft textual markers may be reported.,"Linguistic, standards, quantity/unit, and rendered-table analysis required.",local-only: sto-matrix.md
STO-212,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),3.2 / 7,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Inline code must be treated as a non-body technical exception if included in report,partial,src/features/markdown-parser/lib/parser/handlers/inline-parser.ts:68-76,tests/source-preflight/run_source_preflight_tests.ts:752-770,Inline code emits Courier New and numeric quote checks inspect it.,Violates body TNR 12–14 unless exception is approved; no explicit STO code policy.,local-only: sto-matrix.md
STO-213,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),3.2 / 7,При использовании соответствующей конструкции; состав документа задаётся профилем/заданием,Block code must be treated as a non-body technical exception if included in report,partial,src/features/markdown-parser/lib/parser.ts:236-275,tests/source-preflight/run_source_preflight_tests.ts:726-752,"Block code emits Courier New 10pt, left aligned, w:line=240 auto.",No explicit STO code policy; does not meet body TNR/12–14/1.5 values.,local-only: sto-matrix.md
STO-214,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),Appendix A,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Bachelor thesis title-page sample,manual,src/widgets/title-page/lib/title-page.ts:371-449; src/app/builder.ts:114-154,tests/generator/title_page_metadata_test.ts; tests/generator/front_matter_docx_test.ts,Generic title/front matter path exists.,Exact faculty sample and visual acceptance; bibliography sample delegated.,local-only: sto-matrix.md
STO-215,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),Appendix A,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Master thesis title-page sample,manual,src/widgets/title-page/lib/title-page.ts:371-449; src/app/builder.ts:114-154,tests/generator/title_page_metadata_test.ts; tests/generator/front_matter_docx_test.ts,Generic title/front matter path exists.,Exact faculty sample and visual acceptance; bibliography sample delegated.,local-only: sto-matrix.md
STO-216,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),Appendix A,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Specialist thesis title-page sample,manual,src/widgets/title-page/lib/title-page.ts:371-449; src/app/builder.ts:114-154,tests/generator/title_page_metadata_test.ts; tests/generator/front_matter_docx_test.ts,Generic title/front matter path exists.,Exact faculty sample and visual acceptance; bibliography sample delegated.,local-only: sto-matrix.md
STO-217,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),Appendix B,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Assignment-form sample,manual,src/widgets/title-page/lib/title-page.ts:371-449; src/app/builder.ts:114-154,tests/generator/title_page_metadata_test.ts; tests/generator/front_matter_docx_test.ts,Generic title/front matter path exists.,Exact faculty sample and visual acceptance; bibliography sample delegated.,local-only: sto-matrix.md
STO-218,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),Appendix V,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Referat sample,manual,src/features/markdown-parser/lib/parser/handlers/block-handlers.ts,paragraph-evidence.json; word-page-2.png,Реферат сгенерирован и просмотрен; статистические placeholders остались.,Точные интервалы всего образца и обязательные данные требуют отдельной приёмки.,local-only: sto-matrix.md
STO-219,СТО,СТО 02068410-004-2018 (edition 2019; local copy not published),Appendix G,Только если выбран соответствующий раздел/форма; не требование добавить его в любую лабораторную,Bibliographic-description samples,manual,src/features/markdown-parser/lib/utils/bib-formatter.ts,special-probes.json; tests bibliography golden,Проверен путь форматирования источников; не все образцы приложения.,special-atoms.csv B*: специализированные типы и точное визуальное соответствие не закрыты.,local-only: sto-matrix.md
SPECIAL-F01,formula,local-source-19: Local methodical material: formula typesetting,FORM:5-8; PDF p.1,Только при наличии формул,use formula editor,partial,src/shared/lib/math-converter.ts:215-226,no rendered OMML acceptance,Статический анализ; динамические доказательства отдельно в special-probes.json,no rendered OMML acceptance,special-atoms.csv
SPECIAL-F02,formula,local-source-19: Local methodical material: formula typesetting,FORM:9-16; PDF p.1,Только при наличии формул,select Math style,manual,src/shared/lib/math-converter.ts:76-105,no style assertion,Статический анализ; динамические доказательства отдельно в special-probes.json,no style assertion,special-atoms.csv
SPECIAL-F03,formula,local-source-19: Local methodical material: formula typesetting,FORM:9-16; PDF p.1,Только при наличии формул,select Function style,partial,src/shared/lib/source-preflight/formula-checker.ts:33-60,syntax only,Статический анализ; динамические доказательства отдельно в special-probes.json,syntax only,special-atoms.csv
SPECIAL-F04,formula,local-source-19: Local methodical material: formula typesetting,FORM:9-16; PDF p.1,Только при наличии формул,select Variable style,manual,src/shared/lib/math-converter.ts:117-120,no italic assertion,Статический анализ; динамические доказательства отдельно в special-probes.json,no italic assertion,special-atoms.csv
SPECIAL-F05,formula,local-source-19: Local methodical material: formula typesetting,FORM:9-16; PDF p.1,Только при наличии формул,select Greek-Symbol style,manual,src/shared/lib/math-converter.ts:117-120,no Greek style assertion,Статический анализ; динамические доказательства отдельно в special-probes.json,no Greek style assertion,special-atoms.csv
SPECIAL-F06,formula,local-source-19: Local methodical material: formula typesetting,FORM:9-16; PDF p.1,Только при наличии формул,select Vector-Matrix style,missing,src/shared/lib/math-converter.ts:76-200,no policy,Статический анализ; динамические доказательства отдельно в special-probes.json,no policy,special-atoms.csv
SPECIAL-F07,formula,local-source-19: Local methodical material: formula typesetting,FORM:9-16; PDF p.1,Только при наличии формул,select Text style for text fragment,manual,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:42-44,fallback is not semantic Text style,Статический анализ; динамические доказательства отдельно в special-probes.json,fallback is not semantic Text style,special-atoms.csv
SPECIAL-F08,formula,local-source-19: Local methodical material: formula typesetting,FORM:20; PDF p.1,Только при наличии формул,digits upright,manual,src/shared/lib/math-converter.ts:117-120,no OMML run property test,Статический анализ; динамические доказательства отдельно в special-probes.json,no OMML run property test,special-atoms.csv
SPECIAL-F09,formula,local-source-19: Local methodical material: formula typesetting,FORM:21-23; PDF p.1,Только при наличии формул,decimal separator comma,partial,src/shared/lib/source-preflight/formula-checker.ts:321-370,no decimal semantic test,Статический анализ; динамические доказательства отдельно в special-probes.json,no decimal semantic test,special-atoms.csv
SPECIAL-F10,formula,local-source-19: Local methodical material: formula typesetting,FORM:24-26; PDF p.1,Только при наличии формул,Latin variable italic,manual,src/shared/lib/math-converter.ts:117-120,no style test,Статический анализ; динамические доказательства отдельно в special-probes.json,no style test,special-atoms.csv
SPECIAL-F11,formula,local-source-19: Local methodical material: formula typesetting,FORM:24-26; PDF p.1,Только при наличии формул,unit letter italic,manual,src/shared/lib/math-converter.ts:117-120,no style test,Статический анализ; динамические доказательства отдельно в special-probes.json,no style test,special-atoms.csv
SPECIAL-F12,formula,local-source-19: Local methodical material: formula typesetting,FORM:27-28; PDF p.1,Только при наличии формул,uppercase Greek upright,manual,src/shared/lib/math-converter.ts:117-120,no style test,Статический анализ; динамические доказательства отдельно в special-probes.json,no style test,special-atoms.csv
SPECIAL-F13,formula,local-source-19: Local methodical material: formula typesetting,FORM:28-29; PDF p.1,Только при наличии формул,lowercase Greek italic,manual,src/shared/lib/math-converter.ts:117-120,no style test,Статический анализ; динамические доказательства отдельно в special-probes.json,no style test,special-atoms.csv
SPECIAL-F14,formula,local-source-19: Local methodical material: formula typesetting,FORM:32; PDF p.1,Только при наличии формул,lowercase vector upright bold,missing,src/shared/lib/math-converter.ts:76-200,no vector detection/style,Статический анализ; динамические доказательства отдельно в special-probes.json,no vector detection/style,special-atoms.csv
SPECIAL-F15,formula,local-source-19: Local methodical material: formula typesetting,FORM:33; PDF p.1,Только при наличии формул,uppercase matrix upright bold,missing,src/shared/lib/math-converter.ts:76-200,no matrix detection/style,Статический анализ; динамические доказательства отдельно в special-probes.json,no matrix detection/style,special-atoms.csv
SPECIAL-F16,formula,local-source-19: Local methodical material: formula typesetting,FORM:34; PDF p.1,Только при наличии формул,ordinary function upright,partial,src/shared/lib/source-preflight/formula-checker.ts:33-60,no output-style test,Статический анализ; динамические доказательства отдельно в special-probes.json,no output-style test,special-atoms.csv
SPECIAL-F17,formula,local-source-19: Local methodical material: formula typesetting,FORM:35; PDF p.1,Только при наличии формул,trigonometric function upright,partial,src/shared/lib/source-preflight/formula-checker.ts:33-60,no output-style test,Статический анализ; динамические доказательства отдельно в special-probes.json,no output-style test,special-atoms.csv
SPECIAL-F18,formula,local-source-19: Local methodical material: formula typesetting,FORM:36; PDF p.1,Только при наличии формул,temperature unit upright,missing,src/shared/lib/math-converter.ts:117-120,no unit policy,Статический анализ; динамические доказательства отдельно в special-probes.json,no unit policy,special-atoms.csv
SPECIAL-F19,formula,local-source-19: Local methodical material: formula typesetting,FORM:37; PDF p.1,Только при наличии формул,chemical element upright,missing,src/shared/lib/math-converter.ts:117-120,no chemistry policy,Статический анализ; динамические доказательства отдельно в special-probes.json,no chemistry policy,special-atoms.csv
SPECIAL-F20,formula,local-source-19: Local methodical material: formula typesetting,FORM:39-40; PDF p.1,Только при наличии формул,abbreviated subscript upright,missing,src/shared/lib/math-converter.ts:122-148,no classifier,Статический анализ; динамические доказательства отдельно в special-probes.json,no classifier,special-atoms.csv
SPECIAL-F21,formula,local-source-19: Local methodical material: formula typesetting,FORM:40-41; PDF p.1,Только при наличии формул,numeric subscript retained as index,manual,src/shared/lib/math-converter.ts:122-148,no fixture,Статический анализ; динамические доказательства отдельно в special-probes.json,no fixture,special-atoms.csv
SPECIAL-F22,formula,local-source-19: Local methodical material: formula typesetting,FORM:42-44; PDF p.1,Только при наличии формул,break first on relation sign,manual,src/shared/lib/source-preflight/formula-checker.ts:72-119,no layout test,Статический анализ; динамические доказательства отдельно в special-probes.json,no layout test,special-atoms.csv
SPECIAL-F23,formula,local-source-19: Local methodical material: formula typesetting,FORM:43-44; PDF p.1,Только при наличии формул,break second on ellipsis,manual,src/shared/lib/source-preflight/formula-checker.ts:72-119,no layout test,Статический анализ; динамические доказательства отдельно в special-probes.json,no layout test,special-atoms.csv
SPECIAL-F24,formula,local-source-19: Local methodical material: formula typesetting,FORM:44; PDF p.1,Только при наличии формул,break third on plus/minus,manual,src/shared/lib/source-preflight/formula-checker.ts:72-119,no layout test,Статический анализ; динамические доказательства отдельно в special-probes.json,no layout test,special-atoms.csv
SPECIAL-F25,formula,local-source-19: Local methodical material: formula typesetting,FORM:44-45; PDF p.1,Только при наличии формул,break last on multiplication cross,manual,src/shared/lib/source-preflight/formula-checker.ts:72-119,no layout test,Статический анализ; динамические доказательства отдельно в special-probes.json,no layout test,special-atoms.csv
SPECIAL-F26,formula,local-source-19: Local methodical material: formula typesetting,FORM:45-46; PDF p.1,Только при наличии формул,never break at division,partial,src/shared/lib/source-preflight/formula-checker.ts:72-119,source check only,Статический анализ; динамические доказательства отдельно в special-probes.json,source check only,special-atoms.csv
SPECIAL-F27,formula,local-source-19: Local methodical material: formula typesetting,FORM:46-47; PDF p.1,Только при наличии формул,repeat operator at next line,manual,src/shared/lib/source-preflight/formula-checker.ts:72-119,no layout test,Статический анализ; динамические доказательства отдельно в special-probes.json,no layout test,special-atoms.csv
SPECIAL-F28,formula,local-source-19: Local methodical material: formula typesetting,FORM:151-152; PDF p.2,Только при наличии формул,do not separate subscript from base,manual,src/shared/lib/math-converter.ts:122-148,Word no-break needed,Статический анализ; динамические доказательства отдельно в special-probes.json,Word no-break needed,special-atoms.csv
SPECIAL-F29,formula,local-source-19: Local methodical material: formula typesetting,FORM:151-152; PDF p.2,Только при наличии формул,do not separate superscript from base,manual,src/shared/lib/math-converter.ts:131-148,Word no-break needed,Статический анализ; динамические доказательства отдельно в special-probes.json,Word no-break needed,special-atoms.csv
SPECIAL-F30,formula,local-source-19: Local methodical material: formula typesetting,FORM:152-154; PDF p.2,Только при наличии формул,do not separate integrand from integral,manual,src/shared/lib/math-converter.ts:164-200,Word no-break needed,Статический анализ; динамические доказательства отдельно в special-probes.json,Word no-break needed,special-atoms.csv
SPECIAL-F31,formula,local-source-19: Local methodical material: formula typesetting,FORM:152-154; PDF p.2,Только при наличии формул,do not separate expression from logarithm,manual,src/shared/lib/math-converter.ts:76-105,Word no-break needed,Статический анализ; динамические доказательства отдельно в special-probes.json,Word no-break needed,special-atoms.csv
SPECIAL-F32,formula,local-source-19: Local methodical material: formula typesetting,FORM:152-154; PDF p.2,Только при наличии формул,do not separate expression from sum/product,manual,src/shared/lib/math-converter.ts:194-200,Word no-break needed,Статический анализ; динамические доказательства отдельно в special-probes.json,Word no-break needed,special-atoms.csv
SPECIAL-F33,formula,local-source-19: Local methodical material: formula typesetting,FORM:155-156; PDF p.2,Только при наличии формул,small non-independent formula inline,manual,src/features/markdown-parser/lib/parser/handlers/inline-parser.ts:103,author classification,Статический анализ; динамические доказательства отдельно в special-probes.json,author classification,special-atoms.csv
SPECIAL-F34,formula,local-source-19: Local methodical material: formula typesetting,FORM:156-159; PDF p.2,Только при наличии формул,important formula display,manual,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:19-92,author classification,Статический анализ; динамические доказательства отдельно в special-probes.json,author classification,special-atoms.csv
SPECIAL-F35,formula,local-source-19: Local methodical material: formula typesetting,FORM:156-159; PDF p.2,Только при наличии формул,numbered formula display,partial,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:23-37,visual result absent,Статический анализ; динамические доказательства отдельно в special-probes.json,visual result absent,special-atoms.csv
SPECIAL-F36,formula,local-source-19: Local methodical material: formula typesetting,FORM:157-159; PDF p.2,Только при наличии формул,long formula display,manual,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:19-92,no length rule,Статический анализ; динамические доказательства отдельно в special-probes.json,no length rule,special-atoms.csv
SPECIAL-F37,formula,local-source-19: Local methodical material: formula typesetting,FORM:157-159; PDF p.2,Только при наличии формул,sum/product formula display,manual,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:19-92,no semantic rule,Статический анализ; динамические доказательства отдельно в special-probes.json,no semantic rule,special-atoms.csv
SPECIAL-F38,formula,local-source-19: Local methodical material: formula typesetting,FORM:160-168; PDF p.2,Только при наличии формул,number only formula referenced in text,manual,src/shared/lib/source-preflight/formula-checker.ts:181-267,no reference semantic test,Статический анализ; динамические доказательства отдельно в special-probes.json,no reference semantic test,special-atoms.csv
SPECIAL-F39,formula,local-source-19: Local methodical material: formula typesetting,FORM:167-168; PDF p.2,Только при наличии формул,number enclosed in parentheses,partial,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:29-36,test needs rendered fixture,Статический анализ; динамические доказательства отдельно в special-probes.json,test needs rendered fixture,special-atoms.csv
SPECIAL-F40,formula,local-source-19: Local methodical material: formula typesetting,FORM:167-168; PDF p.2,Только при наличии формул,number at right page edge,manual,src/features/markdown-parser/lib/parser/handlers/math-handler.ts:64-90,Word geometry absent,Статический анализ; динамические доказательства отдельно в special-probes.json,Word geometry absent,special-atoms.csv
SPECIAL-F41,formula,local-source-19: Local methodical material: formula typesetting,FORM:178-181; PDF p.2,Только при наличии формул,consecutive display formulas comma/semicolon,partial,src/shared/lib/source-preflight/formula-checker.ts:151-179,only adjacent blocks,Статический анализ; динамические доказательства отдельно в special-probes.json,only adjacent blocks,special-atoms.csv
SPECIAL-F42,formula,local-source-19: Local methodical material: formula typesetting,FORM:182-183; PDF p.2,Только при наличии формул,Russian punctuation around formula,partial,src/shared/lib/source-preflight/formula-checker.ts:151-179,context incomplete,Статический анализ; динамические доказательства отдельно в special-probes.json,context incomplete,special-atoms.csv
SPECIAL-F43,formula,local-source-19: Local methodical material: formula typesetting,FORM:184-186; PDF p.2,Только при наличии формул,round brackets cover expression height,manual,src/shared/lib/math-converter.ts:215-226,no rendered fixture,Статический анализ; динамические доказательства отдельно в special-probes.json,no rendered fixture,special-atoms.csv
SPECIAL-F44,formula,local-source-19: Local methodical material: formula typesetting,FORM:184-186; PDF p.2,Только при наличии формул,square brackets cover expression height,manual,src/shared/lib/math-converter.ts:215-226,no rendered fixture,Статический анализ; динамические доказательства отдельно в special-probes.json,no rendered fixture,special-atoms.csv
SPECIAL-F45,formula,local-source-19: Local methodical material: formula typesetting,FORM:184-186; PDF p.2,Только при наличии формул,braces cover expression height,manual,src/shared/lib/math-converter.ts:215-226,no rendered fixture,Статический анализ; динамические доказательства отдельно в special-probes.json,no rendered fixture,special-atoms.csv
SPECIAL-F46,formula,local-source-19: Local methodical material: formula typesetting,FORM:187-190; PDF p.2,Только при наличии формул,mid-dot primary multiplication sign,partial,src/shared/lib/source-preflight/formula-checker.ts:122-148,no rendered glyph test,Статический анализ; динамические доказательства отдельно в special-probes.json,no rendered glyph test,special-atoms.csv
SPECIAL-F47,formula,local-source-19: Local methodical material: formula typesetting,FORM:200-205; PDF p.3,Только при наличии формул,no dot between number and letter,partial,src/shared/lib/source-preflight/formula-checker.ts:122-148,operand semantics absent,Статический анализ; динамические доказательства отдельно в special-probes.json,operand semantics absent,special-atoms.csv
SPECIAL-F48,formula,local-source-19: Local methodical material: formula typesetting,FORM:200-205; PDF p.3,Только при наличии формул,no dot with vector-matrix or parentheses/function argument,partial,src/shared/lib/source-preflight/formula-checker.ts:122-148,operand semantics absent,Статический анализ; динамические доказательства отдельно в special-probes.json,operand semantics absent,special-atoms.csv
SPECIAL-F49,formula,local-source-19: Local methodical material: formula typesetting,FORM:206-209; PDF p.3,Только при наличии формул,cross only permitted product contexts,partial,src/shared/lib/source-preflight/formula-checker.ts:122-148,semantic context absent,Статический анализ; динамические доказательства отдельно в special-probes.json,semantic context absent,special-atoms.csv
SPECIAL-F50,formula,local-source-19: Local methodical material: formula typesetting,FORM:211-214; PDF p.3,Только при наличии формул,ellipsis preceded/followed by operation signs,partial,src/shared/lib/source-preflight/formula-checker.ts:321-364,no AST test,Статический анализ; динамические доказательства отдельно в special-probes.json,no AST test,special-atoms.csv
SPECIAL-L01,list,local-source-20: Local methodical material: lists and bibliography,LIST:8-9; PDF p.1,Только при наличии перечней,top item hyphen,partial,src/shared/config/sto-styles.ts:354-370,no Word indent test,Статический анализ; динамические доказательства отдельно в special-probes.json,no Word indent test,special-atoms.csv
SPECIAL-L02,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,second level Russian lower letter parenthesis,implemented,src/shared/config/sto-styles.ts:371-385; sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L03,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude й,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L04,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude ё,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L05,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude з,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L06,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude о,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L07,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude ч,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L08,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude ь,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L09,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude ы,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L10,list,local-source-20: Local methodical material: lists and bibliography,LIST:10-13; PDF p.1,Только при наличии перечней,exclude ъ,implemented,sto-rules.json:81-117,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L11,list,local-source-20: Local methodical material: lists and bibliography,LIST:14-16; PDF p.1,Только при наличии перечней,third level Arabic parenthesis,implemented,src/shared/config/sto-styles.ts:386-401,render absent,Статический анализ; динамические доказательства отдельно в special-probes.json,render absent,special-atoms.csv
SPECIAL-L12,list,local-source-20: Local methodical material: lists and bibliography,LIST:15-16; PDF p.1,Только при наличии перечней,no point after parenthesis,partial,src/shared/lib/source-preflight/list-checker.ts:185-218,no rendered test,Статический анализ; динамические доказательства отдельно в special-probes.json,no rendered test,special-atoms.csv
SPECIAL-L13,list,local-source-20: Local methodical material: lists and bibliography,LIST:15-16; PDF p.1,Только при наличии перечней,every item paragraph indent,manual,src/shared/config/sto-styles.ts:354-451,no effective-layout proof,Статический анализ; динамические доказательства отдельно в special-probes.json,no effective-layout proof,special-atoms.csv
SPECIAL-L14,list,local-source-20: Local methodical material: lists and bibliography,LIST:45-49; PDF p.4,Только при наличии перечней,lead-in sentence before list,partial,src/shared/lib/source-preflight/list-checker.ts:133-183,heuristic only,Статический анализ; динамические доказательства отдельно в special-probes.json,heuristic only,special-atoms.csv
SPECIAL-L15,list,local-source-20: Local methodical material: lists and bibliography,LIST:49-54; PDF p.4,Только при наличии перечней,lead-in generalizing word,manual,src/shared/lib/source-preflight/list-checker.ts:133-183,semantic only,Статический анализ; динамические доказательства отдельно в special-probes.json,semantic only,special-atoms.csv
SPECIAL-L16,list,local-source-20: Local methodical material: lists and bibliography,LIST:55-61; PDF p.4,Только при наличии перечней,move trailing preposition into first item,partial,src/shared/lib/source-preflight/list-checker.ts:133-183,fixed word set,Статический анализ; динамические доказательства отдельно в special-probes.json,fixed word set,special-atoms.csv
SPECIAL-L17,list,local-source-20: Local methodical material: lists and bibliography,LIST:69-73; PDF p.5,Только при наличии перечней,colon after direct lead-in,partial,src/shared/lib/source-preflight/list-checker.ts:133-183,semantic relation absent,Статический анализ; динамические доказательства отдельно в special-probes.json,semantic relation absent,special-atoms.csv
SPECIAL-L18,list,local-source-20: Local methodical material: lists and bibliography,LIST:74-77; PDF p.5,Только при наличии перечней,full stop allowed after weak lead-in,manual,src/shared/lib/source-preflight/list-checker.ts:133-183,semantic relation absent,Статический анализ; динамические доказательства отдельно в special-probes.json,semantic relation absent,special-atoms.csv
SPECIAL-L19,list,local-source-20: Local methodical material: lists and bibliography,LIST:example; PDF p.8,Только при наличии перечней,inline list uses comma for simple items,missing,src/shared/lib/source-preflight/list-checker.ts:419-462,no model,Статический анализ; динамические доказательства отдельно в special-probes.json,no model,special-atoms.csv
SPECIAL-L20,list,local-source-20: Local methodical material: lists and bibliography,LIST:example; PDF p.8,Только при наличии перечней,inline list uses semicolon for complex items,missing,src/shared/lib/source-preflight/list-checker.ts:419-462,no model,Статический анализ; динамические доказательства отдельно в special-probes.json,no model,special-atoms.csv
SPECIAL-L21,list,local-source-20: Local methodical material: lists and bibliography,LIST:122-132; PDF p.11,Только при наличии перечней,uppercase-letter marker dot,unsupported,src/shared/config/sto-styles.ts:354-451,no level,Статический анализ; динамические доказательства отдельно в special-probes.json,no level,special-atoms.csv
SPECIAL-L22,list,local-source-20: Local methodical material: lists and bibliography,LIST:122-132; PDF p.11,Только при наличии перечней,Roman marker dot,unsupported,src/shared/config/sto-styles.ts:354-451,no level,Статический анализ; динамические доказательства отдельно в special-probes.json,no level,special-atoms.csv
SPECIAL-L23,list,local-source-20: Local methodical material: lists and bibliography,LIST:122-132; PDF p.11,Только при наличии перечней,decimal marker dot,partial,ordered-numbering.ts:404-419,no capitalization policy,Статический анализ; динамические доказательства отдельно в special-probes.json,no capitalization policy,special-atoms.csv
SPECIAL-L24,list,local-source-20: Local methodical material: lists and bibliography,LIST:122-132; PDF p.11,Только при наличии перечней,upper/dot item begins uppercase,manual,src/shared/lib/source-preflight/list-checker.ts:185-417,no generator level,Статический анализ; динамические доказательства отдельно в special-probes.json,no generator level,special-atoms.csv
SPECIAL-L25,list,local-source-20: Local methodical material: lists and bibliography,LIST:122-132; PDF p.11,Только при наличии перечней,upper/dot item ends full stop,partial,src/shared/lib/source-preflight/list-checker.ts:185-417,no render,Статический анализ; динамические доказательства отдельно в special-probes.json,no render,special-atoms.csv
SPECIAL-L26,list,local-source-20: Local methodical material: lists and bibliography,LIST:133-160; PDF p.12,Только при наличии перечней,lower-letter parenthesis item begins lowercase,partial,src/shared/lib/source-preflight/list-checker.ts:185-417,no semantic phrase check,Статический анализ; динамические доказательства отдельно в special-probes.json,no semantic phrase check,special-atoms.csv
SPECIAL-L27,list,local-source-20: Local methodical material: lists and bibliography,LIST:133-160; PDF p.12,Только при наличии перечней,Arabic-parenthesis item begins lowercase,partial,src/shared/lib/source-preflight/list-checker.ts:185-417,no semantic phrase check,Статический анализ; динамические доказательства отдельно в special-probes.json,no semantic phrase check,special-atoms.csv
SPECIAL-L28,list,local-source-20: Local methodical material: lists and bibliography,LIST:133-160; PDF p.12,Только при наличии перечней,hyphen item begins lowercase,partial,src/shared/lib/source-preflight/list-checker.ts:185-417,no semantic phrase check,Статический анализ; динамические доказательства отдельно в special-probes.json,no semantic phrase check,special-atoms.csv
SPECIAL-L29,list,local-source-20: Local methodical material: lists and bibliography,LIST:133-160; PDF p.12,Только при наличии перечней,lower/simple nonfinal item comma,partial,src/shared/lib/source-preflight/list-checker.ts:185-417,no multi-paragraph support,Статический анализ; динамические доказательства отдельно в special-probes.json,no multi-paragraph support,special-atoms.csv
SPECIAL-L30,list,local-source-20: Local methodical material: lists and bibliography,LIST:133-160; PDF p.12,Только при наличии перечней,lower/complex nonfinal item semicolon,partial,src/shared/lib/source-preflight/list-checker.ts:185-417,no syntax model,Статический анализ; динамические доказательства отдельно в special-probes.json,no syntax model,special-atoms.csv
SPECIAL-L31,list,local-source-20: Local methodical material: lists and bibliography,LIST:168-184; PDF p.13,Только при наличии перечней,last item full stop,implemented,src/shared/lib/source-preflight/list-checker.ts:185-417,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L32,list,local-source-20: Local methodical material: lists and bibliography,LIST:168-184; PDF p.13,Только при наличии перечней,marker style not mixed at level,implemented,src/shared/lib/source-preflight/list-checker.ts:354-417,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-L33,list,local-source-20: Local methodical material: lists and bibliography,LIST:168-184; PDF p.13,Только при наличии перечней,number sequence consecutive,implemented,src/shared/lib/source-preflight/list-checker.ts:354-417,source tests,Статический анализ; динамические доказательства отдельно в special-probes.json,source tests,special-atoms.csv
SPECIAL-B01,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.2.3; PDF p.22,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,book title required,partial,src/shared/lib/source-preflight/bibliography-checker.ts; src/features/markdown-parser/lib/utils/bib-formatter.ts,missing cited title is an error and no fallback is generated,tests/source-preflight/bibliography_regression_tests.ts; tests/bibliography/bib-gost.test.ts,editorial title still requires source review,special-atoms.csv
